,Gene stable ID,Gene stable ID version,NCBI gene (formerly Entrezgene) ID,Gene description,EntrezGene transcript name ID,Interpro ID,Interpro Short Description,Unnamed: 0,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36
53,ENSG00000101425,ENSG00000101425.14,671.0,bactericidal permeability increasing protein [Source:HGNC Symbol;Acc:HGNC:1095],,IPR001124,Lipid-bd_serum_glycop_C,ENSG00000101425.14,16.3269685475317,14.1425377331092,122.120636957216,17.5135275878824,31.3416226595318,147.909270034819,25.5699888144038,155.111969551691,214.806418811396,18.2010921116409,8.4385070273062,27.78885811669,6.76399008154136,6.90750639110386,44.7417570742991,66.6529964281023,9.08175301479942,33.8929977350065,3.12402332439157,2.63119164606394,4.95091394996302,4.40274718110193,3.60566365128328,5.3044193365924,5.74640054142979,5.86203385067569,44.8973553627012,1.31233857448876,4.0296772141713,1.75829144960072,2.45891729415889,1.810866799049,8.33398708364765,1.29062992409437,3.61060004300948,5.22272063264833
61,ENSG00000186871,ENSG00000186871.7,54821.0,"ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]",,IPR000330,SNF2_N,ENSG00000186871.7,0.561320508282537,1.17542666535517,1.18755712525494,0.991411250216236,2.60008977220331,2.67185878106663,2.78093290645599,5.5304130610912,7.61018537302458,0.793944842613587,1.00137115363081,2.58902404813882,0.323091678305002,0.486149683368091,1.45350948702916,1.88615525817933,0.266398088434116,2.6065898130084,0.385153560541426,0.691664756047612,0.96267771249281,0.673380168862354,0.318146792760289,0.428639946391305,0.278051639101441,0.249954649576941,0.947155267607192,0.397678355905686,0.651980996791819,0.55813194300183,0.7099261110105,0.470204697551971,0.649898075330321,0.590002251014569,0.538422813431238,0.126566737912163
66,ENSG00000100290,ENSG00000100290.3,,BCL2 interacting killer [Source:HGNC Symbol;Acc:HGNC:1051],,IPR020728,Bcl2_BH3_motif_CS,ENSG00000100290.3,1.42282373592013,2.23331066417482,1.51667576660912,2.3959105213559,3.30281673766366,2.50131460355174,3.88510778968622,4.13471459912823,3.243307428253,0.887350118215186,2.24116401050706,2.64655791587524,1.88646522507905,0.729224525052136,1.85763881018488,2.30664213706944,2.49505362496698,3.90757972593942,0.770307121082852,0.647343316947287,1.58154195623819,0.760474513099425,1.16653824012106,1.50023981236957,0.926838797004805,1.19463619283097,1.16241782842701,0.755588876220803,0.325990498395909,0.847747663200349,0.898640646848734,1.49250204921419,0.802815269525691,1.36438020547119,1.23520527787166,0.800255580809018
68,ENSG00000185272,ENSG00000185272.14,54033.0,RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897],,IPR000504,RRM_dom,ENSG00000185272.14,1.09193449500847,0.979483040240462,1.51667576660912,1.32188166695498,1.40552420361725,1.98467944179996,1.20381360969414,1.50021512239599,1.86317046601315,0.653930334486791,1.14442417557807,1.49588056114688,0.690170204297213,0.388919746694473,0.52633099621905,0.754420188710437,0.632063396634392,1.28850572413716,1.0270761614438,0.604187095817468,0.481338856246405,0.800459462498705,0.424195723680386,0.267899966494566,1.01952267670529,0.827101773351933,0.688840194623412,0.397678355905686,0.434653997861213,0.313980616000129,0.4256718853494,0.361695921193824,0.267605089841897,0.700627673079801,0.411735092623888,0.294788884741174
72,ENSG00000101152,ENSG00000101152.11,80331.0,DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235],,IPR001623,DnaJ_domain,ENSG00000101152.11,98.8285756517581,113.192059819038,93.778765089899,105.333892778495,116.715148693648,121.298011359869,183.103661475308,200.311231052337,196.051876109695,96.5276271544087,85.0000075300727,75.5278150064541,109.730436849296,88.9347646263084,93.6876913431618,95.5692235456366,125.090402701119,125.314998607065,81.4038740191927,65.6726342545333,70.4648454705612,35.3650267072269,68.1992721077321,67.6308643216134,118.592638748073,110.124045422636,69.999380894973,59.7003894487801,58.2995974156271,39.9057745653372,97.7960345964742,112.103744458077,87.3015348157945,76.4600879654497,63.88285331185,57.8336705694869
76,ENSG00000169508,ENSG00000169508.7,1880.0,G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128],,IPR000276,GPCR_Rhodpsn,ENSG00000169508.7,2.28320194013862,5.91631421562101,6.48034191187535,9.49458030811252,12.0166311093721,15.9301336852518,4.16704711047971,8.87813006509589,8.60805748768114,5.41750598489271,8.77391867943188,30.262814429356,4.73916873617419,4.76426689700729,11.438101367245,10.3249815415188,3.19358347773166,8.71370607697102,21.7397787505605,19.6905006089124,12.446047568657,23.9623117579166,9.49137931734863,11.1446386061739,13.5337001138642,17.0925330142044,31.3919114544025,12.8847787313442,9.4537787852311,13.1871858720054,8.04165136739242,6.69387024394197,7.95169409815922,11.2506791743154,17.887387692022,18.9113029359605
78,ENSG00000145990,ENSG00000145990.11,54438.0,glucose-fructose oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21096],,IPR004104,Gfo/Idh/MocA-like_OxRdtase_C,ENSG00000145990.11,21.7812806168713,18.8925544304759,12.7490661904242,12.2470684091295,10.4133595376743,16.4564330170627,14.9724780710943,19.534512836083,30.3979148132175,9.44556179257385,9.8634104945822,12.6132073577227,7.85777182131158,7.30775342542081,9.96437457783171,10.8904928024823,9.82013612804662,11.4151012778154,5.78299512184939,6.94046979453978,7.95852541187181,5.49386800750211,8.39387893125655,8.17920029705228,8.834256677531,6.41712615242918,11.0121437713472,3.96027990728677,13.6849181274111,6.23144769350816,5.90246095600709,5.08833821935471,5.83795795209518,9.45648232898014,5.00920080879242,9.11107826236978
81,ENSG00000164821,ENSG00000164821.5,1669.0,defensin alpha 4 [Source:HGNC Symbol;Acc:HGNC:2763],,IPR002366,Alpha-defensin_propep,ENSG00000164821.5,0.992667722734974,15.9074408711399,90.3481548095213,10.0741841102702,135.242474865314,121.00353841336,61.0971521328066,373.980020391608,385.501279650104,11.7723806130853,56.6914834386328,82.9292594214056,8.24730388461693,18.0370283223862,158.261569394348,69.5505500502786,14.5324348819125,264.166637483468,1.28384520180475,0.863124422596383,11.3466696209902,17.4508888269131,11.2942111429903,31.0228161200707,1.57562595490817,2.66495766093062,14.7931875996351,1.11349939653592,0.814976245989773,0.910543786400374,7.70939081243914,2.92973696166997,49.0864193367137,5.27321886872409,17.3174513080399,10.6139161244143
85,ENSG00000198146,ENSG00000198146.4,54989.0,zinc finger protein 770 [Source:HGNC Symbol;Acc:HGNC:26061],,IPR013087,Znf_C2H2_type,ENSG00000198146.4,62.3250731279285,79.5970335729663,112.908817141524,62.662932937157,88.8033255344388,144.291573245255,76.4988051892647,163.966343047221,199.801782211841,60.2961877749267,30.8599224222098,70.357936719395,52.6840505223338,44.9924239711918,69.8305005136599,89.1910847537,47.7318309220904,68.665901712296,61.6064246744426,60.4595785231568,36.5078331789461,33.1151028227607,35.9505875819127,36.7651447418951,75.5492254924932,73.0841205261826,62.0753507686347,33.7634889339266,35.8216289114837,26.8394712304918,32.7515259369159,25.2468455040264,35.0298503239912,27.4500391041563,27.4527223480696,36.1089638424054
87,ENSG00000139679,ENSG00000139679.16,10161.0,lysophosphatidic acid receptor 6 [Source:HGNC Symbol;Acc:HGNC:15520],,IPR000276,GPCR_Rhodpsn,ENSG00000139679.16,8.42645849798037,18.3258028733305,20.4247692137718,17.7849677264312,21.457135436063,31.5407244298998,12.30887069106,13.1677521925754,17.0664840176551,14.4708590252154,18.839939937432,37.5196187008182,9.14977044375596,11.497099706877,22.4934052970047,20.8207649203061,6.85343014321215,12.8740619925256,60.6539399192237,65.6446690232411,25.4331543930819,101.592110404747,42.4199435392968,35.4595074651872,26.8438467098908,38.7957644146398,64.3008212274143,43.3745794394552,37.4157767803894,40.459667770023,24.2927161218811,15.3924401311007,18.7991428734976,13.6709421582586,24.0761461973215,17.4805723136183
89,ENSG00000128271,ENSG00000128271.22,135.0,adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263],,IPR000276,GPCR_Rhodpsn,ENSG00000128271.22,11.1192020515954,10.1795083690865,16.0278985904489,23.6305350017165,25.8970346765381,26.0965563472103,33.5335245126868,41.2155052063198,30.2536896740456,23.0853940807619,18.4727228300934,13.9629518948191,30.2862789617051,17.4368279233,15.0931295688711,18.5585522182071,16.0464595823138,14.3070807919899,10.3158245810214,7.41432510254519,8.11585445517063,3.60921203916987,9.59822361525063,5.97427641281541,13.0291290727747,14.6887412040449,11.7618171656583,6.71992909025869,7.47816770145243,6.78914006364759,6.68106213118729,10.4158659513949,9.93652104951657,9.76357850063323,11.1347104694788,7.79137257218616
94,ENSG00000100024,ENSG00000100024.15,51733.0,beta-ureidopropionase 1 [Source:HGNC Symbol;Acc:HGNC:16297],,,,ENSG00000100024.15,5.71273656649159,4.25508370947455,3.57891359442906,6.8570959121206,7.6590211965524,1.79736508682944,7.56707974949046,7.48690126699445,3.60095743221488,8.91646760892859,4.37289245922446,2.82922794593837,10.2012677556762,5.11244730023552,2.36920157786296,3.5872996428119,4.42617363415784,1.26436771690499,3.53793501745342,3.72895644294315,1.79092435870537,1.85071479006338,3.16391682953562,1.88735526395421,3.87288859716428,4.71913459450347,0.675364758316092,1.3581511210891,1.79153511568445,1.59571228663586,2.39483002697573,1.53615874690229,1.77808290480521,1.22443904655867,3.5023137136494,1.13741589261829
97,ENSG00000100031,ENSG00000100031.19,2678.0,gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250],,,,ENSG00000100031.19,10.4711554732699,6.54238563847802,7.19469619794825,15.6396363985674,10.1602372847154,15.4510182425533,34.6881978334929,19.332765679594,17.9944478770799,6.23167306967404,5.06097749479077,4.38005335077353,12.179387583886,5.85577016610533,9.53204010540801,5.45367122806099,12.2090363688736,7.54829559967976,6.5695642821551,4.57952240519076,4.6565064766746,2.83288763621848,2.84508071872435,3.27400549053009,9.79557387778438,5.74362702494779,4.14457924100041,2.13557253904912,5.5465653349572,1.31761965504454,2.62341582940835,4.35865286793829,2.76443703666389,2.1047592802131,1.80352639341344,2.32726958513696
102,ENSG00000166206,ENSG00000166206.15,2562.0,gamma-aminobutyric acid type A receptor subunit beta3 [Source:HGNC Symbol;Acc:HGNC:4083],,IPR002289,GABAAb_rcpt,ENSG00000166206.15,0.983369735065356,0.882040169682518,0.563045196411365,1.53784408429375,1.45822872602678,0.625840283420479,0.688272714588716,0.38166643398316,0.359014579514449,0.712355334375591,0.812350427297834,1.25084381845747,0.612687096028112,0.288383992173952,0.202978000659535,1.27336437207751,0.35505329643573,0.211143137995276,1.19170791115523,0.981588249597737,1.32498834585885,0.522886265217415,0.855178578939658,0.914824805585643,1.12230909929312,1.17460306282811,0.707094459780932,0.126183342328874,0.260575071717797,0.471818671663394,0.526461528424909,0.388316740993689,0.336608973722557,0.0762209158029447,0.123615543577772,0.370813164918031
112,ENSG00000051180,ENSG00000051180.17,5888.0,RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817],,IPR010995,DNA_repair_Rad51/TF_NusA_a-hlx,ENSG00000051180.17,0.471186279058201,0.917890682975851,2.04605076100177,1.23889228355146,2.43944638789907,2.95604222886561,2.10238330179173,5.57948752115978,8.08983367975399,0.420323740207193,1.0490554942799,2.12886817398295,0.38944004061144,0.388919746694473,1.95055171134096,1.633368539022,0.89819535311203,3.09378814403493,0.191592498949329,0.524434399169562,0.696909901151045,0.401370443019002,0.116123579357506,0.910859886081523,0.741100302085042,0.675980294958816,1.11936531626304,0.451722844473268,0.507784533001362,0.313980616000129,0.236484380749667,0.108508776358147,0.841273943865826,0.368751406884106,0.420128154127375,1.13712106161483
122,ENSG00000173482,ENSG00000173482.17,5797.0,protein tyrosine phosphatase receptor type M [Source:HGNC Symbol;Acc:HGNC:9675],,IPR000242,PTP_cat,ENSG00000173482.17,0.594872677310979,1.05788399881965,0.910005459965475,1.48711687532435,2.1784535929271,1.76228983432054,0.737011732273512,0.739361999448729,0.866006880970421,0.747195502174987,0.953734497322375,2.26850287097924,0.36809077562518,0.680609556715327,1.42418975447508,1.08977859361472,0.232865461917934,0.486768829118482,3.68035624517363,4.31566526920304,2.57860101560574,2.64164830866116,1.85585629110169,1.232339845875,1.85377027788931,2.66321165418726,2.95430643720332,1.55094558803217,2.98906121154183,1.75829144960072,1.18246920062448,1.69997082961097,1.60578345624558,1.58987169078082,1.5202526496882,1.98417053454379
138,ENSG00000160255,ENSG00000160255.18,3689.0,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155],,IPR002369,Integrin_bsu_VWA,ENSG00000160255.18,1542.85992951179,1788.81946602899,1649.04780810431,1465.75733302647,1446.90069707086,1252.86408658485,3071.95293284458,1639.20792274211,1279.4261430598,1684.79308180533,1871.94902466393,881.664005532353,2421.11795089021,1672.68977068814,1043.7351400964,611.550759976844,1697.86060544436,1457.99570982324,1036.25364327922,866.472007513202,1094.51192126226,450.025202117359,949.431899371373,944.492583675184,1089.35052630387,1664.46312827545,972.639470289943,552.185782384244,857.51985330993,620.953655622059,692.719129092145,1367.22722012503,753.11152347601,692.906497996477,457.352047005874,474.989467697309
149,ENSG00000116017,ENSG00000116017.11,1820.0,AT-rich interaction domain 3A [Source:HGNC Symbol;Acc:HGNC:3031],,IPR001606,ARID_dom,ENSG00000116017.11,33.39532752825,47.3568824631609,47.0654272375683,38.1458697337366,51.099353475022,45.7933855851151,95.6569431812655,63.3063596298306,72.7605855224205,48.1991304238503,40.2751477990313,38.0676287910076,42.4228759929246,40.4673427184016,31.1560085179525,37.3426047761698,40.1935767218722,44.5777739683809,30.2791467258446,23.603777272301,30.5351055998657,13.7045912505135,34.3768744715239,26.393397539058,45.0781024666445,51.1979719456063,31.1928796906685,18.2474315928968,28.0321946158129,13.9095924732985,37.9381959692699,39.5353173444594,30.1720533573898,31.5223083909402,18.6323748342296,20.9373815917098
154,ENSG00000139517,ENSG00000139517.9,222484.0,ligand of numb-protein X 2 [Source:HGNC Symbol;Acc:HGNC:20421],,IPR001478,PDZ,ENSG00000139517.9,17.1025398393045,14.6408010965532,11.8145457348857,15.5043913805171,14.9561380058927,22.4918777631964,6.32884941736532,11.700416652284,15.9498151044121,18.0133942103195,13.526521543245,17.8917095870682,7.75337207507489,8.57811116302996,17.2274946404799,21.5626107406286,12.0320253513214,11.0001738011827,20.7136012807579,26.8026026948855,24.6575799702815,22.7851772615875,16.4373721947531,21.2505754622551,10.2042171033838,16.9248244717492,22.2704618072479,31.7906463781141,38.5048567037804,40.2860050913134,13.5519266263643,13.4802261349332,17.206242690863,22.6633508416751,22.0186425956195,26.4545541593811
159,ENSG00000101367,ENSG00000101367.9,22919.0,microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890],,IPR001715,CH-domain,ENSG00000101367.9,176.567396111226,126.046447469584,107.637596726713,144.799661356686,95.2180983659471,79.7691397815726,152.561798984805,116.717556981254,111.610812517463,113.296162554148,76.1745420783991,88.1977507577649,110.088497151285,77.7730595859871,80.6208122671466,82.1366126007415,135.457140601276,89.9039693282618,85.5040904401966,83.8691528003736,73.5458954893944,66.2813575627709,83.9914426067673,80.1528838155225,114.537255591779,82.1972189330101,83.1971715513481,64.666914900015,66.8267482091678,54.0255142649246,69.4472329697271,80.0176992889726,75.5271402385423,88.5785498255855,60.7796059187437,67.3648830117814
165,ENSG00000243156,ENSG00000243156.9,57553.0,"microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]",,IPR001715,CH-domain,ENSG00000243156.9,6.12793638598754,4.86971431278877,6.31712002346518,6.82045500466469,7.0040093920468,8.74226508359083,3.03688220008635,3.31875603131295,5.54429671194169,7.52631689215,6.87336391418125,9.56713426428579,3.83522981393266,4.49241199406785,4.46712596814526,6.97848105333445,4.17940277751396,5.50386651738214,8.03032335276855,8.97243731021618,7.30803032900167,8.63030504937038,7.44622568455457,10.2910021529356,10.5923771915694,8.49202542919307,6.54820099511448,8.10106602031913,8.17834096025711,6.76926509065478,6.36053120151919,4.73232092412363,5.88872646056804,8.32891427700993,12.940390554146,9.72192598281574
174,ENSG00000122952,ENSG00000122952.17,11130.0,ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195],,IPR029092,Zwint-1,ENSG00000122952.17,1.05884557091731,2.46839599724585,3.11607930230602,3.88302739668026,10.3229888499161,6.68948166690326,5.62650134364787,10.8219746328155,13.4683869457332,1.26097122062158,5.00685576815406,9.32042903943203,1.05826097992239,1.16675924008342,3.77726083533627,4.40102893575176,1.46372576062701,6.44341625796242,1.24105036174459,1.20837419163494,2.71612640310471,2.76172323178212,1.16653824012106,1.50023981236957,1.11220655640577,1.37842637634343,2.80706684560257,1.11349939653592,1.90155690889307,1.50710695680062,0.662156266099067,0.578713473910118,1.10864965791643,1.10625422065232,0.918485975853289,2.02169830941226
176,ENSG00000164626,ENSG00000164626.9,8645.0,potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280],,IPR003092,2pore_dom_K_chnl_TASK,ENSG00000164626.9,0.661778481823316,1.17542666535517,1.32364430540433,1.2392640627703,2.1784535929271,4.32045249704391,2.68543036008693,5.17403390347525,8.03021222484157,0.140107913402398,1.33516153817442,1.20821122246478,0.506124816484623,0.340304778357664,1.48623489073525,1.19142140474994,0.332664945597048,2.23340992183774,0.427948400601584,0.215781105649096,0.412576162496918,0.320199794989231,0.477220189140434,0.535799932989131,0.741471037603844,0.55137055053737,0.645787682459449,0.159071342362274,0.217326998930606,0.376776739200155,0.1418906284498,0.144678368477529,0.535210179683794,0.516251969637748,0.538422813431238,0.21059357389711
179,ENSG00000157456,ENSG00000157456.8,9133.0,cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580],,IPR004367,Cyclin_C-dom,ENSG00000157456.8,1.12502341909964,1.91986355341344,2.20610141826357,3.66355373116364,5.62181572368283,5.0594772662751,4.41398323554518,8.38913047016423,10.4259607839214,1.02745803161758,2.4319013731034,4.37251641410006,1.61039714336016,0.631994588378518,2.6904492494376,2.7291409149016,1.46375902712157,4.55272022528462,0.342358720481268,0.863081266375253,0.96267771249281,0.92057441059404,0.90141591282082,1.55387338566178,0.556103278202883,0.827055825806055,1.98041555954231,1.07373156094535,1.08663499465303,1.03613603280043,0.614859389949134,0.651052658148882,0.688127373879164,0.590002251014569,1.10848588513411,1.97957959463283
184,ENSG00000029993,ENSG00000029993.15,3149.0,high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004],,IPR009071,HMG_box_dom,ENSG00000029993.15,0.992667722734974,2.47403804523956,3.19877949547076,4.91562352258256,5.78063201787687,5.19090997907991,4.78438742314337,9.53045607578918,13.3336351099166,1.35437649622318,1.28747719752533,5.53372246662419,1.8404538781259,1.36121911343065,3.03519605196108,2.89067963412434,2.37193432860151,4.7629184590822,1.32664004186491,0.863124422596383,2.225814015324,1.04124970833061,1.85585629110169,1.76808619887083,1.83829206997933,0.643265642293599,3.74561161077697,1.86900873708554,1.19529849411833,1.03613603280043,0.804046894548868,1.04891817146209,1.87323562889328,2.10217802036491,0.981829836256964,2.02679467390057
